,label,aspect_ratio,perimeter_skimage,major_axis_length,minor_axis_length,circularity,solidity,eccentricity,roundness_skimage,perimeter_on_border,perimeter_on_border_ratio,max_intensity,mean_intensity,min_intensity,median,sum,variance,filename
0,1,2.757047134912609,148.22539674441617,60.62421847807529,21.98882192124616,0.5896893527734451,0.9172597864768685,0.931903272776764,0.3571712369439772,0.0,0.0,6.7,2.4125121241513097,0.0,2.3009766340255737,2487.299999999995,1.715425819027646,img01_20220429_ET358_56hpf_1.tif
1,2,3.827640421484849,173.57463914933368,61.27064580404692,16.007419469219194,0.2986416278599896,0.8374269005847953,0.9652691266913512,0.242838882207961,0.0,0.0,3.0,1.067877094972067,0.0,0.9861328303813934,764.5999999999993,0.2657918506074976,img01_20220429_ET358_56hpf_1.tif
2,3,1.150955210490173,304.4629867976521,70.56761387523206,61.31221548158982,0.3563948691680734,0.7388982574480045,0.4950867622857789,0.6721865824487687,0.0,0.0,11.0,2.7582731076454925,0.0,2.181445360183716,7251.500000000002,3.731876925383793,img01_20220429_ET358_56hpf_1.tif
3,4,1.7841451208985288,25.65685424949238,10.909530433916643,6.114710236363733,0.973583547037986,0.9807692307692308,0.8281594845157472,0.5455922321037713,10.0,0.3702916468685555,2.6,1.23921568627451,0.2,1.2251953482627869,63.2,0.3096313725490194,img01_20220429_ET358_56hpf_1.tif
4,5,2.1830185972350566,33.520815280171306,14.39488455845624,6.594027452028285,0.6821981751872706,0.7261904761904762,0.8889102999225813,0.3748207116883975,0.0,0.0,2.6,0.9295081967213116,0.1,0.806835949420929,56.70000000000002,0.2244480874316933,img01_20220429_ET358_56hpf_1.tif
5,6,2.0352317066588936,205.4446968344225,76.99104320555823,37.82912921101714,0.6672089295930894,0.9203285420944558,0.870965290118536,0.4813617381832308,0.0,0.0,11.8,4.143418116912093,0.0,4.273242235183716,9285.39999999999,5.129368489832372,img01_20220429_ET358_56hpf_1.tif
6,7,1.4743215239875582,115.39696961967,41.08505459210685,27.86709270918408,0.8445864137535779,0.965480043149946,0.7348052946010113,0.6750958172250102,0.0,0.0,8.3,3.069832402234637,0.0,2.8986328840255737,2747.5000000000023,3.161997175458956,img01_20220429_ET358_56hpf_1.tif
7,8,1.112342396166586,126.81118318204308,34.195865313940786,30.742211599403568,0.5751386703617541,0.832579185520362,0.4379409023456079,0.8013841290440702,0.0,0.0,6.9,2.0634510869565217,0.0,1.703320324420929,1518.6999999999994,1.7781861690328338,img01_20220429_ET358_56hpf_1.tif
8,9,1.154275174790669,40.55634918610404,13.506631762877245,11.70139673611772,0.932077420675863,0.9242424242424242,0.4994468250106266,0.8514827026723281,0.0,0.0,4.2,1.3778688524590164,0.2,1.2849609851837158,168.10000000000002,0.535125999187102,img01_20220429_ET358_56hpf_1.tif
9,10,2.0121906598466843,33.798989873223334,13.130205831769166,6.52532888348145,0.6600147972889556,0.8450704225352113,0.8677672642613853,0.4431168864145947,0.0,0.0,1.9,0.8516666666666667,0.1,0.806835949420929,51.1,0.1611836158192092,img01_20220429_ET358_56hpf_1.tif
10,11,2.515449103280265,382.88939366884495,108.5679005759665,43.160444166566045,0.253205819256018,0.8022813688212928,0.9175834048575902,0.319093332812009,0.0,0.0,15.3,2.459749492213948,0.0,1.882617235183716,7266.100000000005,3.9498354942851943,img01_20220429_ET358_56hpf_1.tif
11,1,1.311893620399578,319.8061325481597,65.0305254618548,49.56996851775811,0.263550342927292,0.7973977695167286,0.647274576063606,0.6458072091026714,0.0,0.0,7.444444444444445,1.9708365708365707,0.0,1.6458333730697632,4227.444444444448,1.6150107616110754,img02_20220429_ET358_56hpf_2.tif
12,2,2.013137287289046,252.10764773832477,77.28507229864516,38.390363531897854,0.3469883903297869,0.7503206498503634,0.8679010557786346,0.3741071463617307,0.0,0.0,10.666666666666666,2.311047799936689,0.0,1.8958333730697632,4055.888888888886,2.719451830948657,img02_20220429_ET358_56hpf_2.tif
13,3,1.5372138207687749,51.45584412271571,18.15506068615933,11.81036784920384,0.7783667898545522,0.8913043478260869,0.759482624198555,0.6335174134158759,0.0,0.0,3.4444444444444446,1.1368563685636857,0.1111111111111111,1.1041666865348816,186.44444444444457,0.3934859593994703,img02_20220429_ET358_56hpf_2.tif
14,4,1.2382396740658603,78.18376618407356,26.376049071371344,21.301246942575705,0.9004317508264797,0.9563318777292577,0.5897332612873618,0.8016129875100114,0.0,0.0,9.0,2.9992389649923896,0.0,2.895833373069763,1313.666666666667,3.3069180849239914,img02_20220429_ET358_56hpf_2.tif
15,5,1.9123419933631849,222.7228714274745,72.17808245734318,37.7432921035246,0.5051325839329687,0.8385197645079899,0.8523823667285562,0.4873316216523125,0.0,0.0,8.777777777777779,1.9003120472528692,0.0,1.5625000596046448,3789.22222222222,1.462426667861069,img02_20220429_ET358_56hpf_2.tif
16,6,1.632943654296378,53.21320343559643,19.560479866129,11.978661856864528,0.8076857924485777,0.9238578680203046,0.7905550336109065,0.6056510812005432,0.0,0.0,5.555555555555555,1.9328449328449324,0.0,1.7708333730697632,351.77777777777777,1.5196450776561292,img02_20220429_ET358_56hpf_2.tif
17,7,2.065292539084049,55.698484809834994,22.25904597964192,10.777672198202849,0.7453168245460452,0.9019607843137256,0.8749612722948952,0.4728406966055826,0.0,0.0,3.6666666666666665,1.339371980676329,0.0,1.2291666865348816,246.4444444444445,0.4921713905241255,img02_20220429_ET358_56hpf_2.tif
18,8,2.8957862448757705,143.5035713374682,51.44982577316857,17.767135217321876,0.3813857504006559,0.758495145631068,0.9384815585080092,0.3006230793870535,0.0,0.0,5.0,1.1726222222222222,0.0,1.0208333730697632,732.8888888888894,0.4277946818613496,img02_20220429_ET358_56hpf_2.tif
19,9,1.802091341376518,79.11269837220809,25.1347215296481,13.947529158232944,0.3674248778179257,0.6559139784946236,0.8319098340370292,0.368818801615712,0.0,0.0,3.111111111111111,1.0461445051608986,0.0,1.0208333730697632,191.44444444444437,0.3016169555331667,img02_20220429_ET358_56hpf_2.tif
20,10,2.318590902963279,91.59797974644664,36.93757414600136,15.931044195331408,0.6844697728619832,0.9232323232323232,0.9022102757593576,0.426471072856367,0.0,0.0,4.777777777777778,1.7345003646973014,0.0,1.5625000596046448,792.6666666666669,1.0294744851701525,img02_20220429_ET358_56hpf_2.tif
21,11,1.3245789756285562,29.556349186104043,11.042301536772165,8.33646142656932,1.035716232528903,0.96,0.6557744441494436,0.7518365074132948,0.0,0.0,2.6666666666666665,1.1496913580246912,0.2222222222222222,1.0208333730697632,82.77777777777774,0.3860753685349417,img02_20220429_ET358_56hpf_2.tif
22,12,2.6832616863227456,293.770598642227,86.67035771427348,32.300374635859754,0.2549642874571091,0.7403805496828753,0.927959617863998,0.2967939792779198,0.0,0.0,8.444444444444445,1.9359730947395135,0.0,1.5625000596046448,3389.8888888888896,2.025464350429125,img02_20220429_ET358_56hpf_2.tif
23,13,1.7028460598902195,87.70458146424488,24.08220399347261,14.142325933458228,0.3643092230995699,0.7585034013605442,0.8094040518014055,0.489578705836909,0.0,0.0,3.0,1.0079720976581965,0.0,1.0208333730697632,224.7777777777777,0.2826633309941737,img02_20220429_ET358_56hpf_2.tif
24,14,3.536090148859597,271.86500705120545,112.43843781905444,31.797390079355385,0.4629679029669546,0.8881278538812786,0.959179423643962,0.274238328939758,0.0,0.0,7.0,2.3780960541885987,0.0,2.2291667461395264,6475.555555555554,1.5982667866628557,img02_20220429_ET358_56hpf_2.tif
25,15,2.439868896998243,60.2842712474619,24.87418696497489,10.194886698862163,0.6604427859749001,0.8603603603603603,0.9121493014132372,0.3930480963411273,0.0,0.0,3.7777777777777777,1.3019197207678883,0.0,1.2291666865348816,248.66666666666688,0.5041411945609591,img02_20220429_ET358_56hpf_2.tif
26,1,6.160640136129863,179.0538238691624,85.33569306736504,13.851757476776308,0.3315988583030247,0.7988668555240793,0.9867380400862532,0.1479173241004292,0.0,0.0,2.9166666666666665,1.302469135802469,0.3333333333333333,1.2589518427848816,1101.8888888888885,0.2386821129698624,img03_20220429_ET358_56hpf_3.tif
27,2,4.5490521224160965,191.0538238691624,85.08460344698186,18.703809311771888,0.4000410176366575,0.866517524235645,0.9755390935983516,0.2043686558336797,0.0,0.0,4.611111111111111,1.6811770893096192,0.3333333333333333,1.5356445908546448,1953.527777777775,0.7059008293220763,img03_20220429_ET358_56hpf_3.tif
28,3,1.6378315669942152,47.45584412271571,14.79912250599464,9.035802462370606,0.5021956745686778,0.7563025210084033,0.7919673870582815,0.5232156160192717,0.0,0.0,1.3333333333333333,0.7932098765432097,0.3611111111111111,0.7885742485523224,71.38888888888889,0.0347328185447204,img03_20220429_ET358_56hpf_3.tif
29,4,3.063289986981444,185.9238815542512,75.64067559176026,24.69262652678088,0.5191199462945202,0.9032258064516128,0.9452157137161804,0.3177807076475325,0.0,0.0,2.2222222222222223,1.074910519763461,0.3055555555555556,1.0375977158546448,1534.9722222222226,0.1071312654007752,img03_20220429_ET358_56hpf_3.tif
30,5,1.0934640333114198,173.53910524340094,54.37563084697109,49.72786410020388,0.8750111489809784,0.9748953974895398,0.4045297895841535,0.9030253290426368,0.0,0.0,5.638888888888889,2.78862660944206,0.3611111111111111,2.974446654319763,5847.750000000001,1.058031293088818,img03_20220429_ET358_56hpf_3.tif
31,6,3.860132219609547,167.05382386916236,73.53527809333718,19.04993764715533,0.4822658307904779,0.9045608108108107,0.965861637079518,0.2521785313586707,0.0,0.0,2.833333333333333,1.3456271397447868,0.2777777777777778,1.3419596552848816,1441.1666666666674,0.1934696394999657,img03_20220429_ET358_56hpf_3.tif
32,7,2.2607574841330056,323.3919189857866,94.63083856971517,41.85802291217709,0.2754014043179223,0.6998473282442748,0.8968525557905094,0.3258812359207803,0.0,0.0,7.083333333333333,2.347282819468683,0.1666666666666666,1.8953450918197632,5379.972222222215,2.4762594199432386,img03_20220429_ET358_56hpf_3.tif
33,8,2.349898532397049,81.49747468305831,31.51029049373544,13.409213231684898,0.5581405507483334,0.855072463768116,0.9049347774180798,0.3782921425283611,0.0,0.0,2.25,1.0203389830508474,0.3888888888888889,1.0099284052848816,301.0000000000001,0.0919937958443458,img03_20220429_ET358_56hpf_3.tif
34,9,2.7206919166806487,63.66295090390226,26.500856284281948,9.74048407385061,0.3596618078362213,0.6105263157894737,0.9300023550689752,0.2103043684981771,0.0,0.0,1.75,0.8383620689655173,0.3333333333333333,0.7885742485523224,97.25000000000006,0.0593612337349836,img03_20220429_ET358_56hpf_3.tif
35,10,1.6133353017881231,49.698484809834994,18.109463097416064,11.224860125074205,0.7733340904092778,0.8837209302325582,0.7847329920941248,0.5901230212045996,0.0,0.0,2.305555555555556,1.0718201754385963,0.3888888888888889,1.0652669668197632,162.9166666666668,0.1247592600660943,img03_20220429_ET358_56hpf_3.tif
36,11,1.1989807214041697,30.17766952966369,9.8017156408822,8.175040237013198,0.8141238523572782,0.8428571428571429,0.5517013052136933,0.7819120972804312,0.0,0.0,1.4444444444444444,0.8954802259887005,0.3888888888888889,0.8715820610523224,52.83333333333333,0.0726197047427322,img03_20220429_ET358_56hpf_3.tif
37,12,1.6128674406803285,155.4386001800126,37.7958028025104,23.433917660689858,0.2844981438754095,0.7206851119894598,0.7845909394310131,0.4875400484326961,0.0,0.0,2.25,0.9685659150924232,0.3055555555555556,0.9269205927848816,529.8055555555557,0.1177425649673266,img03_20220429_ET358_56hpf_3.tif
38,13,3.4946265791160687,152.12489168102783,55.388846005712864,15.849718060498162,0.3415544480133178,0.7941919191919192,0.9581837575959996,0.2610454513492128,0.0,0.0,2.25,0.9960695990107754,0.2777777777777778,0.9545898735523224,626.527777777778,0.1017221128647058,img03_20220429_ET358_56hpf_3.tif
39,14,2.007128292626507,113.9827560572969,35.80574762447573,17.839291965547805,0.4226812599595922,0.7734513274336283,0.8670482056249311,0.4339963361301921,0.0,0.0,2.2777777777777777,1.0019069412662087,0.3888888888888889,0.9822591245174408,437.83333333333377,0.1025030094423056,img03_20220429_ET358_56hpf_3.tif
40,15,2.760248556931527,56.21320343559643,22.519066689242944,8.158347418638492,0.489145773104244,0.7592592592592593,0.9320668961964786,0.3088264263595518,0.0,0.0,1.4722222222222223,0.892728093947606,0.2777777777777778,0.8992513120174408,109.80555555555556,0.0508920917229813,img03_20220429_ET358_56hpf_3.tif
41,16,1.9088592863535725,32.3492424049175,12.653780681830302,6.628975101670474,0.7565230850841328,0.9130434782608696,0.8517963327898094,0.5009680884480401,2.0,0.0579795333161662,1.6944444444444444,0.8567019400352732,0.3888888888888889,0.7885742485523224,53.97222222222221,0.0725360003287129,img03_20220429_ET358_56hpf_3.tif
42,17,1.6696626726651191,30.72792206135785,12.133401643163449,7.266977840377833,0.8650811231956068,0.9027777777777778,0.8008063392906951,0.5621579118519802,0.0,0.0,1.4444444444444444,0.9247863247863248,0.3611111111111111,0.9269205927848816,60.11111111111112,0.0586594106125356,img03_20220429_ET358_56hpf_3.tif
43,18,1.2882172087989132,70.18376618407356,20.037016508000363,15.554066791796815,0.4898213982429932,0.732824427480916,0.6304047564619105,0.6088989643177843,0.0,0.0,1.7222222222222223,0.907986111111111,0.3611111111111111,0.8715820610523224,174.33333333333331,0.07324692165988,img03_20220429_ET358_56hpf_3.tif
44,19,7.551877413318139,96.56244584051392,45.048657119833926,5.9652262151909685,0.2425860673720873,0.6474820143884892,0.991194043163088,0.112932495499219,0.0,0.0,1.8888888888888888,0.860185185185185,0.2777777777777778,0.8715820610523224,154.83333333333337,0.0635897303262289,img03_20220429_ET358_56hpf_3.tif
45,20,4.285461919488094,137.98885271170678,47.90917739928079,11.179466367771065,0.2422076860969351,0.7399193548387096,0.9723935124308618,0.2035817084920833,0.0,0.0,1.7222222222222223,0.8635331516802905,0.3888888888888889,0.8439127802848816,316.9166666666667,0.0583662420926608,img03_20220429_ET358_56hpf_3.tif
46,21,1.2959745073186515,44.970562748477136,15.081909246964772,11.637504566481772,0.8015727226936928,0.8716216216216216,0.6360836393050009,0.722083103236719,0.0,0.0,2.0,1.0215331610680447,0.3888888888888889,0.9545898735523224,131.77777777777777,0.1077261804359275,img03_20220429_ET358_56hpf_3.tif
47,22,1.561238190699281,39.62741699796952,13.612555330951102,8.719076571432074,0.6882033546932769,0.8514851485148515,0.7679437780852709,0.5909207682664782,0.0,0.0,1.3888888888888888,0.7994186046511628,0.1666666666666666,0.8162434995174408,68.74999999999999,0.0602469346911892,img03_20220429_ET358_56hpf_3.tif
48,23,4.959798168491047,134.46803743153546,61.885387741293975,12.477400418114552,0.37111882826263,0.7934621099554234,0.9794635924763634,0.1775313857198515,0.0,0.0,2.2222222222222223,1.0630461922596752,0.3611111111111111,1.0375977158546448,567.6666666666664,0.123898571646814,img03_20220429_ET358_56hpf_3.tif
49,24,2.0100520871424266,40.62741699796952,15.881740406131868,7.901158635500839,0.7308742709481018,0.9056603773584906,0.8674642367963703,0.4846019592339236,0.0,0.0,1.7777777777777777,0.8816550925925926,0.3611111111111111,0.8992513120174408,84.63888888888889,0.0652411434643707,img03_20220429_ET358_56hpf_3.tif
50,25,1.398917394465517,38.97056274847714,13.872300514183262,9.916454373264433,0.8770863958467844,0.9217391304347826,0.6992895902719328,0.701324494373125,0.0,0.0,2.4444444444444446,1.0859538784067084,0.4444444444444444,1.0652669668197632,115.11111111111116,0.1560630261888112,img03_20220429_ET358_56hpf_3.tif
51,26,3.2981827114124505,333.4274528917194,94.85033436986696,28.75836261031373,0.1700023757910805,0.6356720202874049,0.9529278117321912,0.2128532190061124,0.0,0.0,3.361111111111111,1.1481419917257685,0.3333333333333333,1.0652669668197632,1726.8055555555566,0.2157742698949993,img03_20220429_ET358_56hpf_3.tif
52,27,3.8881523158422073,152.75230867899737,69.96686391535192,17.994887605167417,0.5154021621633171,0.9264278799612778,0.9663604379960378,0.248907074252046,0.0,0.0,3.4722222222222223,1.6681179612214094,0.2777777777777778,1.6463216543197632,1596.3888888888898,0.4109485475665363,img03_20220429_ET358_56hpf_3.tif
53,28,1.4111175422138829,52.2842712474619,16.158203598995314,11.450643277841284,0.6067945578278982,0.8407643312101911,0.7055519634322804,0.6437213266555311,0.0,0.0,1.4166666666666667,0.8413299663299663,0.3611111111111111,0.8439127802848816,111.05555555555556,0.0492593806313059,img03_20220429_ET358_56hpf_3.tif
54,1,2.5337174600487566,97.15432893255073,35.32365556004136,13.941434322105364,0.4819412745461471,0.8497652582159625,0.9188199320508362,0.3693919327423067,0.0,0.0,2.0869565217391304,0.8868604371847225,0.0434782608695652,0.864385187625885,321.0434782608695,0.090070735208563,img05_20220513_ET358_56hpf_1.tif
55,2,2.48100755443145,180.7106781186548,74.9422329494526,30.206370317411803,0.6726415040676632,0.9546695794647734,0.9151726508756652,0.396276472936208,0.0,0.0,4.217391304347826,1.6897821112327132,0.1739130434782608,1.65922212600708,2953.739130434779,0.3675630135590575,img05_20220513_ET358_56hpf_1.tif
56,3,2.1890835693635946,64.94112549695427,22.61243297205729,10.329634413468796,0.4827088444949021,0.7980295566502463,0.8895631781184051,0.4033950345510059,0.0,0.0,1.9565217391304348,0.9192163177670424,0.2608695652173913,0.9041270315647124,148.91304347826085,0.0901235727541857,img05_20220513_ET358_56hpf_1.tif
57,4,2.31402586358265,338.3624817342638,113.78167683063818,49.170443002083694,0.4368461703598338,0.8754949406071272,0.9018030394510752,0.3914249737521497,0.0,0.0,5.086956521739131,1.670308062049377,0.1304347826086956,1.55986750125885,6647.826086956518,0.5598292919637974,img05_20220513_ET358_56hpf_1.tif
58,5,1.554402329196691,41.21320343559642,14.517670842496123,9.339712486148164,0.673253330757936,0.8504672897196262,0.7655855636194986,0.5497403568474474,0.0,0.0,1.565217391304348,0.8686096512183469,0.3043478260869565,0.8246433436870575,79.04347826086958,0.0744372199948754,img05_20220513_ET358_56hpf_1.tif
59,6,2.8417323247832305,52.2842712474619,22.25263627249819,7.830658812735164,0.602197629359505,0.8733333333333333,0.9360383422625852,0.3368359801048363,0.0,0.0,2.260869565217391,0.9697975439761036,0.4347826086956521,0.9041270315647124,127.04347826086948,0.1059442527198206,img05_20220513_ET358_56hpf_1.tif
60,7,2.6739834198292645,377.889393668845,118.6018947707969,44.35401277782407,0.3103744181840679,0.8121114437025098,0.9274392294755318,0.3192510421658759,0.0,0.0,3.565217391304348,1.3016235006964905,0.1739130434782608,1.261803686618805,4590.826086956523,0.2441175047763252,img05_20220513_ET358_56hpf_1.tif
61,8,2.185042611573856,289.0782104868019,71.77034289526487,32.84619829156086,0.2505267738960844,0.7929557353641123,0.8891288375840602,0.4118082789647582,0.0,0.0,3.130434782608696,1.0587974320162847,0.0869565217391304,1.0034816563129425,1763.9565217391312,0.1785636402417712,img05_20220513_ET358_56hpf_1.tif
62,9,1.267803791706534,122.39696961967,22.972848998960227,18.12019269009876,0.1862179355464127,0.6626865671641791,0.6146941119053687,0.5355911314417499,0.0,0.0,1.434782608695652,0.8127692910301605,0.217391304347826,0.7849014699459076,180.4347826086956,0.0692775677764001,img05_20220513_ET358_56hpf_1.tif
63,10,1.1516390802904868,37.7634559672906,10.808766007278663,9.385549858686876,0.5639574954708216,0.7191011235955056,0.4959911058171978,0.6974898022219512,0.0,0.0,1.608695652173913,0.859375,0.391304347826087,0.7849014699459076,55.00000000000002,0.0684575381822541,img05_20220513_ET358_56hpf_1.tif
64,11,2.08631238516253,44.8700576850888,17.00651956770218,8.151473235096251,0.5555032638054471,0.7807017543859649,0.8776431552537187,0.3918043370284981,0.0,0.0,1.9130434782608696,0.8578407425500733,0.3043478260869565,0.8246433436870575,76.34782608695654,0.1068810811541418,img05_20220513_ET358_56hpf_1.tif
65,12,2.5952054662189767,182.58073580374355,60.777443605933634,23.419125921648853,0.3513305134999984,0.7786131996658312,0.9227805349787648,0.3212485476646601,0.0,0.0,4.782608695652174,1.425499160291099,0.1739130434782608,1.1823199391365051,1328.5652173913054,0.708262371409184,img05_20220513_ET358_56hpf_1.tif
66,13,3.7170357859739385,154.29646455628165,59.51469559246676,16.01133242166855,0.298226589334579,0.7133838383838383,0.963131356809985,0.2031000981392239,0.0,0.0,2.3043478260869565,1.0013081954597922,0.2608695652173913,0.963739812374115,565.7391304347825,0.1308788443858173,img05_20220513_ET358_56hpf_1.tif
67,14,1.8511552961348667,36.970562748477136,15.183263704833868,8.202047519479255,0.8918041228682748,0.9326923076923076,0.8415346167990724,0.5357369278857294,0.0,0.0,2.0869565217391304,1.0049305244285074,0.3043478260869565,0.963739812374115,97.4782608695652,0.1188120781608299,img05_20220513_ET358_56hpf_1.tif
68,15,2.6512179440926213,149.68124086713192,61.31266425825482,23.126225588081205,0.6007096175325546,0.9099405267629568,0.9261378803453776,0.3627431441712814,0.0,0.0,3.130434782608696,1.1977428652620468,0.1304347826086956,1.1823199391365051,1282.782608695651,0.1696823023092386,img05_20220513_ET358_56hpf_1.tif
69,16,1.4996361985861677,46.21320343559643,15.484220902019318,10.325318178247224,0.6884360074265609,0.8297872340425532,0.7452113063263824,0.6213227610053863,0.0,0.0,2.1739130434782608,1.041620215533259,0.0869565217391304,0.963739812374115,121.86956521739133,0.1914605684894449,img05_20220513_ET358_56hpf_1.tif
70,17,3.422095593603021,54.49137802864844,22.67571574928809,6.626266020059806,0.4062800668973662,0.732824427480916,0.9563515498936368,0.2377165086503021,0.0,0.0,1.608695652173913,0.8179347826086957,0.1739130434782608,0.8246433436870575,78.5217391304348,0.0622152024674158,img05_20220513_ET358_56hpf_1.tif
71,18,1.9059476546031244,306.35028842544403,49.46100642475662,25.950873469846623,0.0903809807655631,0.6490384615384616,0.8513036140192894,0.351307962504374,0.0,0.0,1.8695652173913044,0.8208695652173913,0.1304347826086956,0.7849014699459076,554.0869565217398,0.0751243317832742,img05_20220513_ET358_56hpf_1.tif
72,19,1.9762884934386744,34.384776310850235,14.11394354891929,7.141641311872191,0.8290334614869912,0.9069767441860463,0.8625340646673225,0.4985491374240231,0.0,0.0,1.826086956521739,0.9152731326644372,0.3478260869565217,0.9041270315647124,71.3913043478261,0.1029581634496562,img05_20220513_ET358_56hpf_1.tif
73,1,3.90596929380822,84.01219330881975,36.31411492714777,9.297081516926736,0.448668684967667,0.8571428571428571,0.9666719092059106,0.2433098729869701,0.0,0.0,1.4918032786885247,0.8455633619568046,0.3934426229508196,0.8409643769264221,213.08196721311472,0.0364351919903428,img06_20220513_ET358_56hpf_2.tif
74,2,3.1611594846976745,69.21320343559641,31.018290734091053,9.812314400536348,0.6085831840806869,0.9027237354085604,0.9486460050232612,0.3070169683563996,0.0,0.0,1.9672131147540983,0.9841011871113624,0.5409836065573771,0.9715996384620668,228.31147540983616,0.0620472651338933,img06_20220513_ET358_56hpf_2.tif
75,3,4.5809274488955465,64.18376618407356,30.92241817983512,6.750252765363149,0.4484115645841018,0.8076923076923077,0.975882512887594,0.1957404377645487,0.0,0.0,1.540983606557377,0.8299319727891157,0.3934426229508196,0.8246349692344666,121.99999999999994,0.0373931403193053,img06_20220513_ET358_56hpf_2.tif
76,4,1.5518053309908608,74.18376618407358,25.92848492173071,16.708593793252934,0.732988465517899,0.9067796610169492,0.7646795513012992,0.6079402115099767,0.0,0.0,1.7540983606557377,0.9763035595730556,0.3934426229508196,0.9715996384620668,313.39344262295066,0.0638145793722767,img06_20220513_ET358_56hpf_2.tif
77,5,2.8199407909960867,389.5462479183374,135.84093402475025,48.17155539523481,0.3515357576840819,0.7676311030741411,0.9350115066613712,0.2929048042580935,0.0,0.0,4.180327868852459,2.186912278669216,0.2950819672131147,1.9187051653862,9283.442622950848,1.1613927592646245,img06_20220513_ET358_56hpf_2.tif
78,6,1.6196897250566569,93.15432893255073,33.1387447067052,20.45993389600962,0.7443323589177354,0.927797833935018,0.7866476486365033,0.5959380711105747,0.0,0.0,1.721311475409836,0.917394909740384,0.3442622950819672,0.9226114153862,471.5409836065576,0.0423973841056363,img06_20220513_ET358_56hpf_2.tif
79,7,1.250285895648442,62.90559159102153,20.859853527222132,16.68406690007767,0.8574229942655996,0.9246575342465754,0.600243831069535,0.7900441717978832,0.0,0.0,2.9672131147540983,1.266909532483303,0.3934426229508196,1.1348937153816223,342.0655737704916,0.2810778645139846,img06_20220513_ET358_56hpf_2.tif
80,8,2.589409586961731,118.08326112068522,42.71598047069448,16.496417054211587,0.436192856051226,0.7670364500792393,0.92241991706561,0.337733951814958,0.0,0.0,3.6885245901639343,1.3642460371223413,0.4098360655737705,1.2328701615333555,660.2950819672133,0.3647379820780851,img06_20220513_ET358_56hpf_2.tif
81,9,1.7416227826582196,47.21320343559643,18.0123157981801,10.342260090723034,0.8117932187106066,0.9230769230769232,0.8187310939438994,0.565110667669567,0.0,0.0,1.540983606557377,0.9015255009107468,0.4426229508196721,0.8899526000022888,129.81967213114748,0.0382350654958833,img06_20220513_ET358_56hpf_2.tif
82,10,1.5949996560911834,71.01219330881975,24.120251365083167,15.122417909602516,0.5557108468393288,0.7964285714285714,0.7790519445319802,0.4880353975704203,0.0,0.0,2.622950819672131,1.109681687862971,0.4590163934426229,1.036917269229889,247.45901639344265,0.1391755706281296,img06_20220513_ET358_56hpf_2.tif
83,11,2.3906598056540083,212.17261889578035,70.5040302054272,29.49145254321936,0.3006400903654818,0.6777847702957835,0.9083114323322232,0.2758658461764925,0.0,0.0,2.3114754098360657,1.0114008249996196,0.4098360655737705,0.9552702307701112,1089.2786885245891,0.1054114914212925,img06_20220513_ET358_56hpf_2.tif
